,Unnamed: 0,lfp,k5,k618,age,wc,hc,lwg,inc
479,480,no,0,0,48,yes,yes,1.0267509,26.6130009
480,481,no,0,0,47,no,no,1.1215274,25.0
481,482,no,0,5,34,no,yes,0.7929273,15.6999998
482,483,no,2,1,33,yes,yes,1.0503179,40.25
483,484,no,3,1,31,yes,yes,0.9606535,73.5999985
484,485,no,0,0,58,no,no,0.4444938,10.592
485,486,no,0,0,49,no,no,0.7757166,8.0
486,487,no,0,1,55,no,no,0.3661391,13.3999996
487,488,no,0,0,44,yes,no,1.0425979,23.7000008
488,489,no,0,0,44,no,no,0.5142181,18.8999996
489,490,no,0,3,36,yes,yes,1.4329879,48.2999992
490,491,no,0,3,38,no,yes,1.1704348,24.4699993
491,492,no,0,3,37,yes,yes,1.4327934,28.6299992
492,493,no,0,0,47,no,no,1.0955653,25.3199997
493,494,no,0,3,47,no,no,1.2094852,13.5299997
494,495,no,1,1,32,no,no,1.1927967,14.8000002
495,496,no,1,2,43,no,no,1.0142353,17.3999996
496,497,no,1,4,42,no,no,0.6311384,15.9799995
497,498,no,0,0,56,no,no,0.7743551,16.5760002
498,499,no,0,5,38,yes,yes,1.0138489,21.8500004
499,500,no,0,2,52,no,no,1.1889068,14.6000004
500,501,no,0,0,50,no,no,0.9058391,21.6000004
501,502,no,0,0,33,yes,yes,1.4934409,24.0
502,503,no,0,2,44,yes,yes,1.4913014,20.8829994
503,504,no,0,1,41,no,yes,1.2186279,19.5
504,505,no,0,1,45,no,no,0.8697261,42.7999992
505,506,no,0,0,53,yes,yes,1.0620506,41.5
506,507,no,0,0,53,yes,yes,1.1860113,18.9650002
507,508,no,0,1,42,no,no,0.8703095,16.1000004
508,509,no,2,0,32,yes,yes,1.2301208,14.6999998
509,510,no,0,0,56,no,no,1.3053159,18.7999992
510,511,no,1,3,37,no,no,0.7269315,14.75
511,512,no,1,2,40,no,yes,0.9771879,21.0
512,513,no,0,3,54,yes,yes,1.3836806,35.4000015
513,514,no,0,0,53,no,no,0.2062952,10.6999998
514,515,no,0,1,48,no,no,0.9417245,24.5
515,516,no,1,2,36,no,yes,0.8714765,17.0450001
516,517,no,0,0,57,no,yes,1.3051213,18.7999992
517,518,no,0,0,51,no,no,1.3194934,14.0
518,519,no,0,4,33,yes,no,0.9602645,18.2140007
519,520,no,0,0,52,no,no,1.2927774,20.177
520,521,no,0,0,56,no,no,1.0806476,8.3000002
521,522,no,1,2,36,no,no,0.7925383,14.1999998
522,523,no,1,0,36,yes,yes,1.3864363,21.7679996
523,524,no,0,1,46,no,no,1.1217219,29.5529995
524,525,no,0,3,31,no,no,0.6791221,4.3499999
525,526,no,0,0,52,no,no,0.7997742,24.0
526,527,no,0,2,46,no,no,1.1217219,18.2999992
527,528,no,2,0,35,no,yes,1.0978992,17.2000008
528,529,no,0,0,59,no,no,0.9819832,16.4759998
529,530,no,0,1,36,no,no,0.6935631,13.3999996
530,531,no,1,3,51,no,no,0.2066842,44.987999
531,532,no,1,0,31,yes,no,1.6697453,18.2000008
532,533,no,0,2,31,yes,yes,1.1563828,28.0
533,534,no,1,1,32,no,yes,1.0417913,11.5500002
534,535,no,1,2,35,yes,yes,1.4639117,28.4500008
535,536,no,0,3,40,no,no,1.2108465,15.0959997
536,537,no,1,2,33,no,no,0.6061511,8.0089998
537,538,no,0,0,54,no,no,0.7640087,10.04
538,539,no,1,1,36,no,no,0.9779658,16.7000008
539,540,no,0,1,50,no,no,0.8550351,8.3999996
540,541,no,0,0,54,no,no,0.8151277,13.0
541,542,no,0,1,48,no,no,1.0156569,17.9699993
542,543,no,0,4,41,yes,yes,1.331652,18.4500008
543,544,no,0,4,50,no,no,1.145317,31.0
544,545,no,0,2,46,no,no,0.906617,24.1350002
545,546,no,0,1,42,yes,yes,1.0602362,31.7000008
546,547,no,1,2,31,no,no,0.5734462,10.1899996
547,548,no,0,0,53,no,no,0.8861951,21.5739994
548,549,no,0,1,51,no,no,1.0947874,26.6800003
549,550,no,0,1,47,no,no,1.1215274,17.7000008
550,551,no,0,1,50,no,no,0.9058391,29.3999996
551,552,no,0,1,37,no,no,0.1826694,22.1590004
552,553,no,2,2,30,no,no,0.8180865,35.0
553,554,no,0,0,49,no,no,0.7900099,8.6300001
554,555,no,0,2,52,no,yes,1.0670418,17.0799999
555,556,no,0,2,47,no,yes,1.0081447,32.5
556,557,no,0,0,49,no,no,1.2271129,16.0
557,558,no,0,4,44,no,yes,1.2280854,18.8500004
558,559,no,0,0,53,no,no,0.6716946,17.5
559,560,no,1,0,30,no,yes,1.0167637,19.3920002
560,561,no,0,2,54,no,no,1.2706565,14.4499998
561,562,no,1,1,47,no,no,0.3780428,21.7999992
562,563,no,0,0,56,yes,no,1.4368049,7.6999998
563,564,no,0,1,49,no,yes,0.9531989,31.7999992
564,565,no,0,0,48,no,no,0.6594997,17.2579994
565,566,no,0,1,49,no,no,1.0130683,13.3990002
566,567,no,0,1,56,no,no,0.8501152,16.073
567,568,no,0,0,46,no,no,0.9421135,23.2600002
568,569,no,0,2,45,no,yes,1.1902683,37.2999992
569,570,no,0,2,32,no,no,0.9448364,11.0
570,571,no,1,1,43,no,no,1.2595463,13.0749998
571,572,no,1,1,34,no,no,0.9444474,13.6999998
572,573,no,1,1,30,no,no,0.7391483,25.1000004
573,574,no,2,0,38,yes,no,1.7576321,18.6000004
574,575,no,1,1,33,yes,yes,1.5167702,29.0
575,576,no,0,0,52,no,no,1.3134575,19.2369995
576,577,no,0,3,43,no,no,0.7257645,19.8549995
577,578,no,1,1,33,no,no,0.9239924,9.4499998
578,579,no,0,0,45,no,no,0.5651426,30.0
579,580,no,2,1,36,no,no,0.7666139,15.0
580,581,no,1,1,34,no,yes,0.908951,24.7010002
581,582,no,0,2,37,yes,yes,1.0651624,15.8999996
582,583,no,0,1,46,no,no,1.0179641,16.2399998
583,584,no,0,0,47,no,no,1.2937499,21.1000004
584,585,no,2,1,31,yes,yes,1.4016421,23.0
585,586,no,0,0,57,no,no,-0.0058346,6.3400002
586,587,no,1,1,30,no,yes,0.9097289,42.25
587,588,no,0,0,30,no,yes,0.9097289,14.6940002
588,589,no,0,3,44,no,no,1.0394574,21.4169998
589,590,no,0,0,53,yes,yes,1.143383,20.2000008
590,591,no,0,0,51,no,no,0.4071807,12.0900002
591,592,no,1,3,39,no,yes,1.1914352,24.7600002
592,593,no,0,0,52,no,no,0.3121657,23.0
593,594,no,0,4,46,no,no,0.3678896,19.3649998
594,595,no,0,5,47,no,no,1.1141275,5.5500002
595,596,no,0,2,52,no,no,0.3667226,68.0350037
596,597,no,0,2,45,no,yes,0.9762154,29.2999992
597,598,no,0,0,60,no,no,0.9208875,18.5
598,599,no,0,2,41,yes,no,1.1738135,22.5820007
599,600,no,0,3,39,no,no,0.4481892,21.5
600,601,no,0,1,49,no,no,0.8514767,28.0699997
601,602,no,1,1,32,yes,yes,1.1506077,50.2999992
602,603,no,1,3,33,no,yes,0.9785493,23.5
603,604,no,0,4,36,no,no,0.857758,15.5
604,605,no,3,3,37,yes,yes,0.994983,13.4399996
605,606,no,1,2,30,no,no,0.9876235,8.1000004
606,607,no,1,1,44,no,no,0.9904729,9.8000002
607,608,no,0,1,48,no,no,0.9756319,20.2999992
608,609,no,0,4,40,no,no,0.8376045,15.0
609,610,no,0,0,47,yes,yes,1.2515764,56.0999985
610,611,no,0,2,36,no,no,1.0977048,22.8460007
611,612,no,0,2,40,no,yes,0.8376045,22.2250004
612,613,no,0,1,46,no,no,0.8695315,17.6350002
613,614,no,0,0,52,no,no,1.2589005,18.5
614,615,no,0,1,44,no,no,0.8524491,13.3900003
615,616,no,0,1,45,no,yes,1.016539,15.1499996
616,617,no,2,1,30,no,no,0.4883839,16.2000008
617,618,no,1,3,40,no,no,0.907784,33.9199982
618,619,no,0,1,43,no,no,1.2664924,14.0
619,620,no,0,2,49,no,no,0.868948,16.7360001
620,621,no,1,4,46,no,no,0.7905933,30.6499996
621,622,no,0,0,52,no,no,1.1224731,12.3999996
622,623,no,1,1,31,no,yes,0.9095345,19.0219994
623,624,no,1,1,42,no,no,0.7739376,11.2030001
624,625,no,0,3,33,no,no,0.7277094,19.8759995
625,626,no,0,0,57,yes,yes,1.5163242,57.0
626,627,no,0,0,49,no,no,0.6946817,18.2900009
627,628,no,0,1,45,yes,yes,1.2797551,20.2199993
628,629,no,0,0,56,no,no,0.6829725,22.1499996
629,630,no,1,3,41,no,no,0.9769933,30.6229992
630,631,no,0,0,56,no,no,0.5522678,9.3800001
631,632,no,0,1,48,no,no,0.6948762,22.0
632,633,no,0,2,52,yes,yes,1.5904157,23.6749992
633,634,no,0,0,51,no,no,0.9750484,33.6710014
634,635,no,0,3,35,no,no,0.6727635,12.3669996
635,636,no,0,0,45,no,no,0.7362309,21.9500008
636,637,no,0,0,54,no,yes,1.0375125,32.0
637,638,no,0,2,54,no,yes,1.1885178,22.6100006
638,639,no,1,0,31,no,no,0.8549775,12.092
639,640,no,0,3,53,no,no,0.1006193,3.777
640,641,no,2,2,35,yes,yes,1.028466,36.0
641,642,no,1,3,36,no,yes,0.7379813,26.8999996
642,643,no,0,0,59,no,no,0.8670031,32.2420006
643,644,no,0,0,54,yes,yes,1.2520049,35.0200005
644,645,no,1,1,37,no,yes,1.1234723,37.5999985
645,646,no,0,0,44,no,no,1.1221108,1.5
646,647,no,1,2,34,yes,yes,1.3615706,96.0
647,648,no,0,0,49,no,no,0.8514767,18.1499996
648,649,no,0,0,49,no,no,1.2357149,15.5
649,650,no,0,0,60,no,no,0.4162857,14.0
650,651,no,0,0,51,no,no,1.0380961,14.7559996
651,652,no,1,1,30,no,yes,0.9791328,22.0
652,653,no,0,2,47,no,no,0.869337,24.4659996
653,654,no,0,4,36,no,yes,0.9779658,24.3999996
654,655,no,1,3,35,no,no,0.9087565,24.0
655,656,no,0,0,58,no,no,1.2635751,15.5
656,657,no,1,3,41,yes,yes,0.9483608,30.7999992
657,658,no,0,1,51,no,no,0.6942927,10.6599998
658,659,no,0,0,47,no,no,1.0669705,13.3500004
659,660,no,1,2,45,no,no,0.7503316,10.0900002
660,661,no,0,0,60,yes,yes,1.2476975,55.5999985
661,662,no,1,1,30,yes,yes,1.4018365,25.7000008
662,663,no,0,0,55,no,yes,1.12027,29.0
663,664,no,1,2,32,no,no,0.7790229,7.2859998
664,665,no,0,2,36,no,no,0.9234089,37.7519989
665,666,no,0,0,55,no,no,1.0394524,13.0719995
666,667,no,0,0,47,no,no,1.217461,7.0440001
667,668,no,0,1,47,no,no,0.8306625,18.2000008
668,669,no,0,1,37,no,no,0.6321109,27.0
669,670,no,0,2,50,no,yes,0.9530044,30.2999992
670,671,no,0,3,30,no,no,0.7794119,12.0
671,672,no,0,1,48,yes,yes,1.3429654,31.5
672,673,no,0,2,43,no,no,1.016928,27.0919991
673,674,no,1,0,48,no,no,1.159844,20.9680004
674,675,no,1,2,41,yes,yes,1.0431813,27.0
675,676,no,0,0,50,no,no,0.7898154,11.2250004
676,677,no,0,0,58,no,no,0.3109987,37.7000008
677,678,no,0,5,38,yes,yes,0.8978252,28.2000008
678,679,no,0,1,37,no,no,1.0154022,34.0
679,680,no,0,0,50,yes,yes,1.731246,63.2000008
680,681,no,0,4,42,no,no,0.5540951,7.5
681,682,no,1,3,37,no,yes,0.8064445,17.4099998
682,683,no,0,2,41,yes,yes,1.2545332,51.0
683,684,no,0,2,31,no,no,0.7792174,12.9160004
684,685,no,0,0,51,no,no,1.0073668,21.8999996
685,686,no,1,2,36,no,no,0.8895015,17.6399994
686,687,no,0,0,54,yes,yes,1.2692542,20.0
687,688,no,0,0,49,no,no,0.7900099,15.0
688,689,no,1,1,48,no,no,0.4588832,14.0600004
689,690,no,0,2,42,no,no,0.5358103,15.8249998
690,691,no,1,2,41,no,yes,1.2286689,16.5100002
691,692,no,0,0,55,yes,no,1.6466655,13.0
692,693,no,0,0,42,no,no,0.5532817,10.0
693,694,no,0,1,32,yes,yes,1.1506077,22.0
694,695,no,0,2,43,no,yes,1.1223054,29.7999992
695,696,no,1,3,33,no,yes,0.7931218,15.0
696,697,no,0,1,48,yes,yes,1.5263186,22.2999992
697,698,no,0,2,43,no,no,1.2282799,14.5500002
698,699,no,1,3,47,yes,yes,1.7558817,19.7299995
699,700,no,0,0,54,no,no,1.1201659,35.0
700,701,no,0,1,51,no,no,1.0073668,21.0139999
701,702,no,0,1,51,no,no,1.0053312,10.8760004
702,703,no,1,1,43,yes,yes,1.2793989,27.8500004
703,704,no,0,0,53,no,no,1.2513424,9.5600004
704,705,no,1,1,34,no,no,1.0697975,30.2999992
705,706,no,1,1,31,no,no,0.6473786,7.7199998
706,707,no,0,0,56,no,no,0.7886484,10.5500002
707,708,no,0,1,42,yes,yes,1.2140751,24.1060009
708,709,no,0,2,32,no,yes,0.9448364,22.9950008
709,710,no,1,3,35,no,no,0.7927328,6.0
710,711,no,1,1,30,no,yes,0.9097289,24.3500004
711,712,no,0,0,51,no,no,1.0270631,7.6079998
712,713,no,0,3,47,no,no,0.8518656,28.2000008
713,714,no,0,1,54,no,yes,0.7747441,16.1499996
714,715,no,3,0,31,yes,yes,1.2959661,51.2000008
715,716,no,0,0,47,no,no,0.8275221,12.6459999
716,717,no,0,3,47,yes,yes,1.2194966,19.0
717,718,no,0,3,40,no,no,0.8706985,19.0
718,719,no,0,0,48,no,no,0.3129436,14.3999996
719,720,no,0,7,34,no,no,0.7013521,7.2319999
720,721,no,0,3,38,no,yes,1.0098952,21.9430008
721,722,no,1,3,32,no,yes,0.9448364,47.5
722,723,no,0,1,48,yes,yes,1.4905235,28.8999996
723,724,no,0,2,41,no,no,1.2186279,12.3999996
724,725,no,0,2,49,no,no,0.2441965,6.5310001
725,726,no,0,0,59,no,no,0.8024642,22.4220009
726,727,no,0,0,58,yes,yes,1.1424105,22.2000008
727,728,no,0,3,41,no,yes,1.0691812,77.0
728,729,no,0,2,45,no,no,1.0684031,88.0
729,730,no,1,1,30,yes,yes,1.0665239,26.0400009
730,731,no,0,1,41,no,yes,1.1226944,63.5
731,732,no,2,0,30,no,yes,1.0443147,12.1000004
732,733,no,0,1,53,no,no,1.3169782,17.5049992
733,734,no,0,0,31,no,yes,1.1172394,18.0
734,735,no,0,2,43,yes,yes,1.0814669,28.0690002
735,736,no,1,1,31,no,yes,1.0112566,14.0
736,737,no,0,0,51,no,no,1.2712399,8.1169996
737,738,no,0,0,43,no,no,0.9425184,11.8950005
738,739,no,1,2,31,yes,yes,1.2533377,45.25
739,740,no,0,0,48,no,no,0.9022743,31.1060009
740,741,no,1,1,31,no,yes,1.1246393,4.0
741,742,no,0,1,44,no,no,0.9764099,40.5
742,743,no,0,1,48,no,yes,0.9330035,21.6200008
743,744,no,0,1,53,no,no,1.1447335,23.4260006
744,745,no,0,3,42,no,no,0.9991057,26.0
745,746,no,2,6,39,no,no,0.9773824,7.8400002
746,747,no,1,2,32,no,no,0.6063456,6.8000002
747,748,no,0,2,36,no,no,0.8895015,5.3299999
748,749,no,0,2,40,yes,yes,1.0828638,28.2000008
749,750,no,2,3,31,no,no,1.1580402,10.0
750,751,no,0,0,43,no,no,0.8881401,9.9519997
751,752,no,0,0,60,no,no,1.2249736,24.9839993
752,753,no,0,3,39,no,no,0.8532125,28.3630009
